36
stable:True satoms:36 tatoms:36 sratio:1.0
H 13.768589973 -1.823529720 26.805810928
N 9.834253311 -1.677329659 23.762765884
C 10.301633835 -3.804779768 25.070022583
H 4.911249638 4.636332989 26.757520676
C 6.995285511 0.447322667 24.802532196
H 10.654337883 -4.818758965 24.833553314
H 7.550411224 1.044112802 26.819940567
C 5.819623947 2.815994501 27.188831329
H 4.030432224 3.680573702 27.963747025
H 9.537327766 -1.898256898 26.616310120
C 4.584797859 3.642767668 27.030941010
H 6.224267006 0.703204334 24.079771042
H 9.220751762 -3.820871115 25.243350983
H 12.765664101 -4.396774769 26.765340805
C 12.399186134 -3.476055861 26.296937943
H 9.737312317 -0.249751955 25.255895615
H 3.937059641 3.250064373 26.249120712
O 6.210932255 2.338498354 25.966182709
C 7.795336723 -0.658071458 24.425064087
O 6.449962139 2.672659397 28.191759109
C 10.506098747 -2.242110968 26.982139587
H 11.724083900 -0.959352314 25.705333710
H 11.620329857 -0.392137319 27.381004333
H 12.788612366 -3.423138857 25.281213760
N 10.932688713 -3.474837780 26.337362289
C 12.807569504 -2.231338501 27.086698532
H 11.632311821 -2.688872337 23.768976212
H 10.320104599 -3.535401344 22.948940277
C 11.661082268 -1.284707546 26.759162903
H 9.540061951 -1.514885783 22.803049088
C 6.992751122 1.245503545 25.924312592
H 10.387477875 -2.432334423 28.049856186
C 9.148128510 -0.855690122 24.586307526
H 7.260875702 -1.444671512 23.901578903
C 10.567942619 -2.933242798 23.828840256
H 12.807374001 -2.449875116 28.161647797
