31
stable:True satoms:31 tatoms:31 sratio:1.0
N 8.429767609 -2.578298092 25.227592468
H 7.250205517 -2.711449623 23.554067612
H 9.388863564 -0.594478548 22.749298096
H 11.708767891 -0.610397637 23.577518463
C 7.644114017 -0.621450245 24.036846161
C 11.304621696 -0.519828677 24.593263626
C 10.033614159 0.339574844 24.574924469
H 11.936977386 -2.387962818 26.592130661
N 10.824712753 -1.849841595 24.931526184
C 9.130852699 -0.643116415 23.810127258
H 7.080246925 -0.410070986 23.136892319
H 11.283816338 -1.841374636 29.393007278
H 6.392242908 -2.155973196 25.018823624
H 12.065996170 -0.156048432 25.271776199
H 9.579926491 0.602847755 25.550100327
H 8.291685104 -0.290324181 29.627752304
N 7.585126877 0.013645953 27.770059586
C 10.638569832 -0.958681405 29.308153152
C 8.510028839 -0.400966167 28.555856705
H 10.227517128 1.282425642 24.055156708
C 10.896096230 -2.134949923 26.348917007
H 9.649411201 -2.766219616 23.564043045
O 10.448295593 -1.016623378 26.991334915
H 10.244520187 -2.995765924 26.571966171
C 9.538764954 -2.031290770 24.390316010
H 8.330924988 -2.153049231 26.155254364
H 10.637291908 -0.199782968 30.093246460
C 7.328499317 -2.081210136 24.449550629
C 9.879261971 -0.847643256 28.254322052
H 7.401209354 -0.597495675 26.965463638
H 7.335527420 0.089633398 24.814720154
