31
stable:True satoms:31 tatoms:31 sratio:1.0
H 6.679615974 -1.417514682 24.693378448
H 9.087008476 -4.928857327 25.518371582
H 7.973038673 -3.537251472 25.582208633
C 11.256363869 0.060470946 25.205646515
H 12.072181702 0.023369687 24.487489700
H 11.053615570 -0.304008901 23.039270401
H 9.372131348 -3.652954578 26.711223602
H 8.436044693 -1.492503524 24.471113205
C 8.017172813 0.661485016 26.994466782
O 10.398043633 -1.057607293 22.990177155
O 9.778394699 -3.188800097 24.750234604
C 9.002677917 -3.866432905 25.720676422
H 7.700096607 0.046545312 24.479976654
C 10.791561127 -2.427666903 25.299087524
H 9.598237991 0.582429945 28.483144760
H 7.461081982 0.953443468 27.903800964
H 10.018630028 1.430507183 27.044689178
C 7.609163284 -0.702596903 26.478080750
H 7.827257633 1.434468508 26.272781372
H 10.515014648 0.750341237 24.781593323
H 11.724803925 0.412065268 26.121971130
N 10.508521080 -1.135009170 25.535152435
O 11.788699150 -3.006626129 25.595804214
C 9.491189003 0.540499091 27.390220642
N 8.677125931 -1.598063707 26.942491531
H 6.620063305 -0.983500361 26.860305786
C 9.903763771 -0.873912573 26.923671722
H 10.908417702 -1.833210826 23.262716293
H 10.660802841 -1.323793888 27.567880630
C 7.620388985 -0.921593547 24.934045792
H 8.446345329 -1.869886994 27.892332077
