31
stable:True satoms:31 tatoms:31 sratio:1.0
H 10.154911041 -3.789997578 26.120401382
N 9.901531219 -2.857687950 23.563524246
H 9.750342369 -3.132327080 21.556941986
C 8.474524498 -1.539511561 27.215564728
H 9.211194038 -1.536487103 22.124158859
H 9.971852303 1.866513133 24.591287613
O 10.013510704 0.128897503 23.362058640
C 10.631757736 -2.871237755 26.491777420
H 10.912714958 -1.859238148 21.974983215
H 7.828960896 -2.126840830 26.569629669
H 9.367050171 -3.235863924 28.145502090
C 8.537707329 -0.160152912 26.693616867
H 10.322127342 -1.758873224 28.313415527
N 10.788213730 -1.929520607 25.462697983
H 8.115898132 0.443264037 29.327081680
C 9.717243195 -2.333616972 27.632068634
H 6.624859333 1.282426000 28.873233795
H 8.690896034 -2.196079016 25.035806656
O 7.793107986 0.775227487 27.313201904
N 9.419695854 1.647278786 25.406257629
H 10.783085823 -3.290751934 23.814025879
H 7.904252052 -1.446599364 28.142663956
C 9.651793480 -1.889345884 24.594854355
C 9.559015274 -0.405788034 24.358724594
C 7.676323414 1.168325663 28.637945175
H 8.165449142 2.123335600 28.767597198
H 8.756978989 2.192335844 25.939846039
H 11.626341820 -3.092377186 26.879051208
H 11.571745872 -1.383889914 25.255838394
C 9.953740120 -2.320005655 22.236154556
C 9.120630264 0.302422106 25.534103394
