31
stable:True satoms:31 tatoms:31 sratio:1.0
C 9.555873871 -4.107087612 25.461566925
O 10.546840668 -3.737131119 26.349203110
C 9.179759979 -1.922241688 24.635150909
H 10.856054306 -1.025891781 22.828748703
O 11.778152466 0.319506139 25.579071045
C 11.668250084 -0.835379422 23.529058456
H 10.275871277 1.237120271 26.522367477
H 12.291006088 -0.010684821 23.168491364
C 7.741306782 -1.821200728 24.278886795
H 7.636269569 -1.796085835 23.196121216
H 9.682806969 -5.151962757 25.144109726
O 9.051448822 -2.250216007 28.129493713
H 7.201406956 -2.692365646 24.650194168
O 10.510951996 -3.343176603 23.302591324
C 8.491241455 1.298263550 27.843902588
H 6.796382427 0.371224344 27.013000488
H 6.534157753 1.115438104 28.660533905
C 7.225086689 0.881609023 27.853712082
O 8.611036301 2.474825621 28.355554581
H 10.515553474 0.281735331 27.978931427
H 10.505673409 -2.788698435 26.625364304
C 9.749995232 0.577017725 27.231388092
C 9.877770424 -1.022174358 25.370475769
C 11.112929344 -0.465219587 24.902643204
N 9.296204567 -0.640544593 26.617292404
N 8.608757973 -1.237221837 27.603771210
H 7.749444962 2.848995924 28.605556488
H 12.279031754 -1.731114745 23.574907303
C 9.816774368 -3.135489464 24.287782669
H 8.557119370 -3.977285624 25.900077820
H 7.294294357 -0.940728366 24.734060287
