48
stable:True satoms:48 tatoms:48 sratio:1.0
H 7.294867992 -4.531872749 25.797231674
H 9.872134209 -2.550378561 25.756612778
C 9.805535316 0.018898632 22.840013504
C 11.442670822 -2.408268929 24.343328476
H 10.765387535 -0.386641264 26.072620392
H 11.574549675 0.415649533 24.082021713
H 12.249973297 -1.774583578 24.752313614
C 12.034312248 -1.204338670 22.235569000
C 10.080774307 -0.521705151 25.244625092
H 8.543779373 -3.001302242 23.927062988
H 11.544258118 -3.474180222 24.694551468
H 8.274787903 -4.536188126 27.264938354
C 8.205992699 -4.133688927 26.259084702
H 12.908333778 -0.807411492 22.752586365
C 6.208439827 0.642184734 20.120508194
C 5.364413738 1.162453771 19.249441147
H 5.847958088 0.511964142 21.114915848
H 4.652464390 1.878614664 19.564386368
H 7.874350548 1.104676485 22.738328934
H 12.355464935 -1.593983769 21.268495560
H 9.391879082 -1.896496892 21.975582123
H 9.419488907 2.061466217 22.598608017
H 11.558755875 0.869864106 21.881170273
H 10.599215508 -0.287019044 20.891534805
H 7.970332623 -1.041212440 22.502906799
H 7.857262611 -0.701915264 20.168748856
C 7.632797718 0.319676131 19.896091461
N 11.584686279 -2.347973824 22.947679520
C 8.609970093 1.236220837 20.788843155
H 7.849296093 0.454215944 18.832174301
H 5.373720646 0.907367051 18.211210251
H 9.554473877 1.264677882 20.278686523
C 8.878806114 1.157026052 22.314271927
H 8.143841743 2.213333845 20.697814941
C 11.001280785 -0.067529760 21.870502472
H 10.231408119 1.463821530 24.378883362
N 8.961941719 -2.083957672 23.955579758
C 10.486105919 0.427513033 24.160917282
H 9.066160202 -0.302296489 25.583156586
C 10.073959351 -1.986092329 24.853433609
H 10.948160172 -2.966124296 22.481046677
C 9.011232376 -1.273978949 22.782773972
O 9.415317535 -4.400118828 25.578824997
H 8.137456894 -3.052555561 26.311100006
H 8.616923332 -5.562358856 24.099889755
H 9.043902397 -6.440998077 25.583768845
H 10.320563316 -5.881871223 24.497100830
C 9.339839935 -5.636875153 24.911548615
