31
stable:True satoms:31 tatoms:31 sratio:1.0
H 8.433309555 -1.837460995 24.295526505
C 11.350866318 -1.120031476 23.715801239
C 10.581756592 0.922912717 25.685106277
N 9.130724907 0.433997095 24.890541077
H 6.590221405 0.044133611 26.953659058
H 11.507194519 0.324988872 25.615169525
N 12.266756058 -5.017851353 26.223464966
H 10.501836777 -1.282303333 23.036792755
C 7.774988174 -1.814112067 26.424772263
H 10.055408478 0.713657796 27.845859528
H 6.988216400 1.082586288 24.731374741
H 6.795145512 -2.043518305 25.987791061
C 8.001930237 1.276157856 25.154876709
H 9.323081970 0.353486985 23.923551559
O 11.159934044 -1.925595880 24.895809174
H 10.730071068 1.911341667 25.237228394
C 8.044273376 -2.846964836 27.524379730
H 9.194874763 -4.605156422 27.981628418
C 10.197669983 -3.500139713 26.452871323
O 7.263667107 -2.931990623 28.461963654
H 7.847721100 -0.437061667 28.080650330
C 9.859408379 0.712992072 26.801168442
C 11.319061279 -4.335595608 26.386363983
C 9.179070473 -3.716041327 27.371603012
C 8.572202682 0.442683995 26.115354538
C 8.786182404 -1.985991359 25.298213959
C 7.575506210 -0.407248437 27.030380249
C 10.063045502 -2.430680990 25.494737625
H 12.277061462 -1.545934439 23.331533432
H 11.517011642 -0.033039037 23.764596939
H 8.109258652 2.371613264 25.221227646
